IMG Genome ID,Acidimicrobiia,Acidithiobacillia,Actinomycetes,Alphaproteobacteria,Anaerolineae,Aquificae,Ardenticatenia,Armatimonadia,Bacilli,Bacteriovoracia,Bacteroidia,Balneolia,Bdellovibrionia,Betaproteobacteria,Blastocatellia,Caldilineae,Caldisericia,Calditrichia,Candidatus Babeliae,Candidatus Brocadiia,Candidatus Desulfofervidia,Candidatus Izimaplasma,Candidatus Saccharimonadia,Chitinivibrionia,Chitinophagia,Chlamydiia,Chlorobiia,Chloroflexia,Chrysiogenetes,Chthonomonadetes,Clostridia,Coprothermobacteria,Coriobacteriia,Cyanophyceae,Cytophagia,Deferribacteres,Deferrisomatia,Dehalococcoidia,Deinococci,Deltaproteobacteria,Desulfarculia,Desulfobaccia,Desulfobacteria,Desulfobulbia,Desulfomonilia,Desulfovibrionia,Desulfurellia,Desulfuribacillia,Desulfuromonadia,Dethiobacteria,Dictyoglomia,Dissulfuribacteria,Elusimicrobia,Endomicrobiia,Epsilonproteobacteria,Erysipelotrichia,Fibrobacteria,Fimbriimonadia,Flavobacteriia,Fusobacteriia,Gammaproteobacteria,Gemmatimonadetes,Holophagae,Hydrogenophilia,Ignavibacteria,Ktedonobacteria,Lentisphaeria,Limnochordia,Longimicrobiia,Methylacidiphilae,Mollicutes,Myxococcia,Negativicutes,Nitriliruptoria,Nitrospinia,Nitrospiria,Oligoflexia,Opitutae,Phycisphaerae,Planctomycetia,Rhodothermia,Rubrobacteria,Saprospiria,Spartobacteria,Sphingobacteriia,Spirochaetia,Synergistia,Syntrophia,Syntrophobacteria,Syntrophorhabdia,Terriglobia,Thermoanaerobaculia,Thermodesulfobacteria,Thermodesulfovibrionia,Thermoflexia,Thermoleophilia,Thermomicrobia,Thermotogae,Tissierellia,Verrucomicrobiae,Vicinamibacteria,Zetaproteobacteria,unclassified
3300060358,2023,1127,142191,2833782,598,8609,1460,932,76416,4117,90780,4716,18416,208621,828,448,16,337,53,858,232,1159,133,75,32658,3120,4114,1689,693,410,49796,30,2373,81216,151599,722,397,345,2956,4272,324,21,6307,1898,279,15386,484,23,4722,145,325,174,41,86,12265,1093,2516,423,3061747,2064,5738034,612,78,185,691,1326,3774,58,484,33,680,12353,11600,622,831,1679,1445,5737,2249,20344,4180,549,60524,780,40922,7809,924,499,273,1106,6954,149,493,375,91,1473,604,928,2640,17620,460,1611,90961
3300060359,1460,1234,138425,2802379,543,8690,1111,800,100138,4729,92144,4633,24282,250877,858,367,42,377,35,685,74,1684,274,95,29460,2924,5282,1566,469,319,65521,0,2982,87124,126267,965,393,364,4350,4348,644,36,6870,1845,169,20955,618,31,3965,436,126,82,82,69,17138,1999,2013,398,2194074,2779,3481057,546,57,151,570,1270,3350,39,723,26,1424,9515,13183,516,997,2009,1635,7099,2657,23347,4253,425,45852,968,38478,9024,1211,510,265,1187,7665,108,813,288,112,1583,438,1302,2835,19649,444,1396,67485
3300060360,1808,1585,183342,1882409,650,9961,989,1186,97266,4612,84772,4583,22084,263523,1067,465,40,338,60,690,60,1381,329,63,27875,3624,5662,2286,437,528,70383,20,3092,93297,107835,1070,352,421,4036,4226,609,28,7258,1883,262,21465,586,19,4917,374,142,125,96,259,14870,1500,2544,603,1596815,2204,2960996,959,86,306,433,1798,2782,95,713,25,1520,13367,12369,782,845,2469,2315,6202,2797,26315,4613,659,26705,991,35942,9854,903,602,724,1573,9033,112,641,394,170,1766,526,1344,3219,20095,508,1571,59158
3300060361,3850,1735,289021,2792482,1225,6727,1474,2688,103839,6171,70327,4793,29548,270894,1086,661,37,555,139,962,116,1421,322,119,24285,5093,5426,3743,767,1123,65795,26,3941,109205,96953,965,494,496,5378,6315,680,46,8658,2715,492,18121,555,5,6122,245,243,223,257,140,16263,1919,2133,1130,1540810,2568,4185900,1202,146,340,391,2791,5749,187,692,69,890,23333,12184,1075,1331,2776,2293,10152,4114,37286,5962,1152,28602,1949,33161,12471,1190,490,731,404,14825,154,764,501,263,2539,1081,1362,2447,34845,1041,1762,72834
3300060362,12412,1881,69821,2896258,701,3117,1145,544,40715,4632,113593,7480,15096,182190,427,425,61,1693,9,1151,691,716,171,360,40001,1274,2434,2125,470,355,31113,34,1240,49373,193484,486,239,215,2660,5635,231,17,7949,2748,524,11436,254,25,8684,52,205,228,317,70,9831,1109,1216,257,2100697,1698,3259557,1180,156,292,2159,1367,5080,199,220,71,575,9909,4983,1465,1123,1978,1801,21053,1655,20171,4901,642,56963,1342,61037,6875,614,545,606,145,3962,53,515,379,21,1907,715,1310,1915,40291,774,1780,120323
3300060363,7123,1730,82263,3778098,679,2712,904,846,40155,3387,74419,5104,6472,157247,305,362,31,886,31,1017,252,519,177,219,25327,1548,2287,1697,416,447,28452,14,1221,48998,134993,429,206,289,2634,4018,251,0,5901,1514,222,9354,364,23,4860,65,150,145,266,150,9783,984,929,365,1756678,1510,2785784,770,72,279,940,1339,4614,173,155,63,549,7877,5408,1299,829,1366,1301,19290,1870,18053,3859,598,36511,897,37462,6246,816,304,374,151,4782,57,354,215,34,1235,543,987,1740,49903,489,1107,95583
3300060364,7861,642,60367,4366839,435,3017,537,200,57785,6074,80619,6578,30032,157499,376,426,23,382,20,204,117,805,106,326,29809,1169,4402,1007,515,46,33119,27,988,79625,164919,647,216,99,1453,2031,276,21,5816,1384,148,15788,255,26,4295,97,203,86,33,278,10303,737,1518,148,3191461,2252,2609655,425,131,20,1283,484,6401,55,188,51,530,4537,6297,593,398,1468,985,23573,1520,16284,2881,260,44302,988,48088,5876,292,376,266,191,2580,63,688,55,82,1419,288,605,1427,75482,129,2207,63320
3300060365,3320,543,72666,4117265,467,2969,620,248,62295,4676,72460,5750,31817,159886,444,254,8,322,28,270,110,815,149,362,26993,1403,4050,960,596,71,37702,4,1112,79277,145022,667,269,79,1594,1962,318,11,5925,1406,121,14834,176,27,4588,74,238,68,55,29,9144,1088,1573,160,2321465,2930,2454214,400,80,9,1192,592,6851,68,115,5,616,5494,7030,650,436,1713,990,33986,1386,18948,2522,312,46759,1709,40543,5301,432,1038,300,296,3245,70,683,93,54,1857,262,819,1405,86866,226,2000,56819
3300060366,8477,641,47789,4722256,442,3247,613,406,49437,2911,82004,6720,40444,158055,393,341,20,388,28,471,163,491,176,346,29663,2167,3795,772,697,23,32058,14,881,65445,164460,608,314,74,1113,2482,131,17,5631,1487,84,11898,254,23,4779,139,204,94,104,43,8745,1034,1314,149,2798291,2053,2818854,417,113,19,1056,598,10861,49,123,12,483,4371,4733,523,387,1424,2036,58406,1691,21985,2676,374,35984,2234,48379,4246,688,449,403,210,2919,48,559,124,70,1293,390,920,1628,168503,167,2365,66360
3300060367,7701,465,33426,4890206,337,1859,716,444,35766,2422,74438,7331,20437,112299,254,315,8,472,8,262,101,446,121,222,29486,1084,3017,427,614,53,21865,0,533,43884,185737,684,285,180,1132,2447,207,19,4506,1580,75,8110,212,5,4656,151,172,37,52,17,7272,722,916,208,2801673,1920,2361648,422,61,4,1375,411,15512,20,33,7,538,2742,3297,500,263,1559,1357,86433,2116,26650,3061,303,31969,2713,51347,4283,355,416,351,103,2339,95,691,31,23,887,120,721,990,244386,376,1849,61397
3300060368,4550,815,61648,5555044,699,3174,894,650,60800,8478,110944,12014,39333,194338,344,362,11,825,32,560,211,580,162,338,42871,4821,4513,775,746,197,34142,23,773,77149,297034,1124,486,159,1738,3321,174,28,7307,3036,186,12992,447,23,7938,238,298,246,120,28,12785,1164,1365,381,4020736,3822,3222138,638,100,53,2484,576,24924,43,118,55,964,5422,5516,841,455,1941,1564,160159,4183,44573,5300,497,48896,5729,72876,8004,413,729,573,203,4550,173,1222,102,82,1052,177,1424,1774,429988,533,3496,87409
3300060369,26575,2218,154435,9115292,1401,3944,1794,1679,73389,29074,138462,11065,39395,332943,801,861,48,1522,85,1774,216,602,160,740,47553,3549,4927,3213,2220,322,48385,7,1951,127847,306462,1093,580,372,4487,7082,503,25,13462,5144,540,16214,495,76,12969,267,593,403,218,257,18880,1970,4478,692,6186451,3558,7959966,1483,293,402,2551,2609,24665,235,354,72,1363,15072,7251,1667,1522,4348,3958,52794,4929,64150,7636,1402,123033,6244,70679,11901,1494,1244,880,316,9146,214,860,467,159,1785,850,1649,3014,366030,1439,4454,313605
3300060370,11441,1363,90730,7148015,656,2376,852,660,45106,28576,97899,7856,38928,247119,480,409,6,780,54,874,192,470,145,377,29710,2297,3220,1833,1003,208,29115,98,1281,77734,204792,966,258,197,2493,4312,380,20,7844,2847,328,10646,339,66,7556,107,599,346,89,101,14752,1264,2749,403,5526565,2437,5579663,919,136,264,1437,1416,7550,122,273,114,819,8694,5381,1046,1092,2352,2577,13566,2000,22699,3767,876,46822,1722,45957,7986,545,795,464,205,5482,137,701,367,37,1126,380,1095,2302,132198,684,2400,191822
3300060371,1602,1348,139419,2232652,685,7534,1385,1021,72292,6057,75983,4475,26286,197334,848,415,31,336,58,710,81,1500,197,83,26663,3682,3208,1947,493,442,52076,6,2909,80986,117308,573,290,278,3600,4415,355,34,6214,2040,213,14089,564,27,4517,237,113,109,73,236,13327,1244,1474,433,2320181,2141,3659295,614,94,140,551,1250,3502,59,613,70,1026,10909,12026,709,1124,1814,1482,4868,2248,21437,3709,684,41843,960,33728,8874,1169,421,435,922,7507,91,479,455,104,1208,676,1020,2511,15434,456,1451,70194
3300060372,1710,1241,135253,3442204,624,5704,1294,996,77180,4311,91627,4576,30376,236772,862,424,10,280,69,510,61,1226,250,61,29942,3549,7420,1820,643,396,51487,79,2475,79196,134402,607,399,350,2778,4263,479,18,6308,1771,278,14720,718,19,4034,186,112,133,104,128,14481,1294,2139,548,3148474,2098,3845638,634,75,132,523,1406,3559,74,745,34,901,10812,10508,579,862,1605,1442,4748,2199,26511,3873,526,55620,919,38911,7913,567,391,573,162,6717,102,419,351,136,1260,588,772,3254,21432,444,1725,74877
3300060373,5303,1282,187282,3033526,930,5527,1080,2060,76342,4446,62386,4682,23967,203094,629,492,86,863,38,1255,282,917,249,150,22063,3033,3657,2217,703,794,49673,6,2272,79784,110043,688,439,351,3953,5032,515,12,7130,1884,455,13885,193,25,6210,118,203,219,170,314,12311,1577,2271,851,1876746,2041,3209822,999,90,274,649,1860,3381,149,373,90,1139,16454,8827,1060,1224,2182,1949,7640,2410,25829,4780,923,25323,1090,28426,9936,1159,598,607,463,11030,104,785,418,125,1893,806,1460,1795,26470,733,1453,73700
3300060374,14371,1260,55952,7535965,398,3213,1105,1467,54296,3327,104980,9769,21875,190968,357,427,5,515,23,546,134,423,42,239,39971,4123,5439,855,2386,65,30461,9,763,75404,231780,764,961,91,2465,3892,344,20,10115,4615,169,14118,264,12,13935,576,207,44,19,145,11288,949,1280,995,2855041,3703,3464944,934,111,55,1733,497,69027,36,123,32,770,6500,4800,694,448,2773,1614,552953,10252,119345,5852,581,43333,13074,66583,6967,511,1153,707,125,6936,74,833,57,50,898,312,740,2040,1137606,1571,5388,93953
3300060375,23941,1337,62358,7664196,438,4133,1112,1679,51801,3198,93924,8144,22920,195775,371,445,5,637,22,503,164,704,83,277,36954,5242,5145,1345,1151,162,32336,25,885,75731,213509,809,885,158,2428,4053,382,27,9066,4552,265,13591,175,25,12746,531,172,79,35,13,11610,1094,1581,943,2326807,2411,3426289,1011,84,115,1152,609,70068,37,117,29,846,6706,4872,1026,378,3084,1507,520757,10036,109402,5526,693,37392,13522,61095,7938,746,805,735,134,7153,62,883,63,69,1066,295,767,1858,1083691,1430,5384,89773
3300060376,9130,2066,380209,5625565,1869,6619,2253,4224,151766,7302,118947,8067,29419,350569,1334,1040,52,1315,180,1840,510,1759,405,296,40158,6467,6241,4609,1231,1539,87120,9,4575,138950,200401,1187,565,806,7448,9467,843,38,12471,3753,915,21308,659,15,10776,239,416,381,342,691,20007,2683,2605,1922,3915370,3500,6509284,2048,235,402,1473,4310,6116,347,666,103,2015,33080,14473,2278,1573,4610,3634,14762,4952,50359,8857,1938,48222,2500,51055,18236,1325,735,959,715,21356,198,1313,521,264,4012,1286,2413,3829,51428,1574,2741,129138
3300060377,32502,2672,139308,6899498,1742,5559,2701,1598,76337,8919,191283,14863,13814,358275,916,1104,110,3110,29,2362,644,1394,204,955,66406,2850,4378,4449,902,604,55170,65,2021,129893,374891,1239,615,270,5284,14077,581,110,15920,4495,1007,18653,477,63,13714,135,415,470,342,76,18482,1819,2080,545,3603655,3480,5663443,2229,354,738,3667,3463,12427,468,442,124,941,17116,7967,3018,2147,4034,3989,56942,3966,46932,9526,1291,95133,4044,103450,14827,1681,826,1047,390,8372,104,1755,530,78,2315,1215,2016,3652,125830,1322,3062,239137
3300060378,5060,844,96990,3571015,553,2420,835,580,43123,12525,59703,4541,23105,160422,471,404,8,579,138,710,135,682,126,272,19452,2411,2393,1762,783,192,26998,9,1252,68323,117014,445,150,169,2480,3214,255,31,6229,2269,387,10136,327,39,5797,65,864,227,131,80,10947,1032,1994,389,3097113,1788,4028898,663,99,206,820,1146,7902,84,205,84,855,9416,4533,826,783,2208,1628,19896,1914,21374,3319,876,45023,2088,27325,6543,506,445,264,277,5393,94,459,284,65,1168,391,890,1838,122667,644,1946,127198
3300060379,6806,659,51917,6158878,464,1920,560,183,43197,38356,104729,7652,28850,127492,318,355,8,385,17,438,91,326,30,267,37716,945,3043,946,1508,90,23089,17,738,77205,218028,608,224,226,1113,3110,342,4,7057,1826,129,9954,265,78,5159,59,223,128,112,132,10829,866,1246,243,5537973,2188,5711031,645,214,66,1515,572,2846,77,56,0,491,4509,4386,529,370,1919,1496,3048,959,12823,2921,711,100702,678,56438,5001,291,657,368,165,2786,60,733,109,23,809,294,603,1544,36311,164,2429,119804
3300060380,17353,1204,46921,6115045,370,2550,808,1411,43031,2516,93781,8093,13557,185242,364,395,12,453,20,327,131,406,68,214,35942,4217,5063,756,895,135,26507,0,614,66819,214008,679,897,87,2090,3531,265,12,8826,4697,81,12530,208,74,12858,548,171,125,64,13,9284,890,937,1126,2687009,3016,2819597,913,120,53,1489,438,66699,44,83,36,868,6369,4053,680,326,2504,1504,508234,8578,106578,5555,736,38579,14119,61463,6910,746,987,475,135,6723,92,717,59,20,795,188,770,1671,1109058,1483,5463,86729
3300060381,1035,784,75912,1673079,353,4692,627,505,38976,2851,48685,2801,16890,123810,471,217,11,163,40,339,60,635,85,64,16106,1519,3023,1171,285,221,31054,0,1435,46655,77247,342,213,130,1525,2263,187,17,3495,1488,182,8112,224,8,2599,95,170,125,26,96,6714,622,1398,243,1536001,1196,3018628,272,55,112,382,917,1809,46,338,25,446,6169,7322,371,514,973,788,2904,1298,12628,2289,319,26326,439,21968,4367,376,218,260,675,4249,83,290,214,46,926,368,504,1141,6514,253,1003,45906
3300060382,7459,1578,79350,3400999,730,3975,1180,685,46852,5241,86367,6152,32726,170472,413,411,57,1166,20,1099,275,718,208,309,27520,1830,2926,1846,358,457,35610,18,1490,57565,150130,597,157,166,2850,4075,411,4,6449,2275,248,11877,222,23,5946,108,160,106,158,88,12354,1410,1761,270,2508535,2305,2866391,797,119,195,1328,1313,4953,194,211,44,699,8717,6207,1648,1044,1818,1601,7644,1986,17035,3968,505,44753,802,40077,7457,864,421,321,288,4940,49,459,299,150,1673,452,1271,2492,29766,423,1633,99299
3300060383,32390,3734,203206,5975838,1939,8185,2667,1740,111061,14049,179734,14797,35268,428623,1280,1153,91,3578,89,4252,1073,2303,619,980,62052,4567,6065,5079,1193,482,84073,89,3237,141100,364705,1834,616,593,7879,17539,835,119,19176,5661,802,30374,908,65,17566,216,447,424,490,210,34352,3399,3501,648,3614866,4776,6100321,1962,513,744,3928,3970,15175,484,698,257,1769,22034,14241,3709,3493,4973,4672,50258,5168,57725,10736,1427,72472,4458,94422,20044,2082,941,1246,476,12271,191,1426,1160,131,4551,1227,4118,6098,136221,1445,3840,223258
3300060384,8126,1000,59085,5056249,643,2353,825,631,29906,3390,65753,5536,7297,145620,334,346,4,786,19,450,130,480,84,334,23239,1290,2134,1520,1066,150,21061,9,810,53178,133493,412,211,84,2125,3369,218,5,5702,2142,219,7766,159,18,5335,95,96,111,139,30,6790,858,945,365,2864259,1418,3689529,909,125,158,739,1346,8761,110,174,35,466,6218,3295,782,685,1680,1404,19955,1944,24763,3320,569,43338,2193,32392,5783,381,442,334,148,3920,42,348,133,22,607,326,632,1393,135120,666,1764,198581
3300060385,7133,1544,61766,5743867,697,3025,752,426,44404,18189,104691,8353,11026,183730,422,376,21,1203,28,739,135,801,203,226,35597,1512,3206,1545,659,129,30383,23,1217,78100,225127,746,293,179,2771,4177,188,10,7239,2086,158,10299,508,30,5694,119,612,234,350,70,12869,994,1096,251,5271789,3100,4044875,856,75,270,1604,1194,9481,92,213,31,767,6124,4701,994,758,2018,2398,21967,1834,27264,4512,619,82202,2564,55036,6590,546,632,780,198,4171,56,712,284,58,989,381,1158,2044,157339,447,1976,265648
3300060386,18387,1134,100376,5946630,725,3050,821,746,52936,58663,98787,7381,56044,209537,523,432,8,779,65,877,109,405,134,438,34357,2904,3928,1697,1403,203,37715,20,1544,104070,197414,727,257,375,2294,3932,310,82,9156,3064,259,14242,386,101,8139,128,846,205,46,112,12541,1376,4974,609,4821260,2513,5546661,902,212,267,1370,1187,10373,120,120,40,796,9321,5570,1174,924,3166,2829,16208,2292,31642,3966,1082,88199,2477,48494,7859,649,1110,475,277,5714,106,731,262,60,818,457,1039,1947,167943,729,3211,188455
3300060387,3795,721,55168,3287898,428,2482,449,316,36854,50936,67403,4686,31726,125551,330,333,10,411,46,570,97,457,81,243,23686,1397,2385,1039,855,87,23930,42,744,62562,135880,723,136,138,1323,2519,276,24,5520,1533,154,10174,252,62,4475,87,230,129,37,52,8978,861,1390,210,3770225,1720,3648993,499,122,73,847,616,4129,97,90,30,554,5438,4395,630,464,1550,2278,4849,1038,13545,2279,558,59619,1068,34861,4799,428,592,277,243,3381,65,468,181,34,788,273,681,1523,61786,218,2043,90844
3300060388,1890,715,43317,4352925,269,3229,490,55,60745,34143,101259,7526,18883,152321,308,273,6,477,14,487,107,816,170,179,36352,941,3797,634,989,0,33983,22,728,64900,204013,820,180,121,1313,2716,216,0,5740,1483,129,14902,415,123,4842,70,97,132,10,81,11117,941,1635,133,4782566,2675,4109722,461,170,42,1219,386,2543,41,244,21,874,2995,5180,541,457,1586,1610,2947,696,10734,2820,472,56045,496,54532,5844,489,542,227,259,2801,33,820,166,7,869,186,854,1523,31509,133,2082,105967
3300060389,6390,343,22538,4444045,199,994,264,106,21009,2375,49361,3814,11782,74006,92,91,0,184,4,94,78,234,15,107,17022,483,1799,296,722,26,11125,0,269,35296,107107,298,139,34,542,1511,41,0,3378,1025,35,5145,81,18,2567,48,38,55,23,25,5524,301,465,101,2464924,900,3656572,350,62,51,772,278,3017,25,51,4,270,2166,1986,443,120,721,530,2782,514,8301,1530,468,29496,723,27853,1985,315,270,144,69,1398,16,458,25,7,751,70,259,633,48769,164,1281,54811
3300060390,6398,575,51142,6652050,411,1715,405,263,46138,10713,93010,7917,31678,141433,245,226,5,463,27,391,155,302,75,244,33660,1080,3408,828,892,32,26041,4,583,81497,203320,587,258,168,1229,2734,182,20,6533,1799,178,8571,259,40,5476,76,114,69,101,49,10862,877,1145,103,4479524,2160,4241756,510,109,46,1833,499,6192,52,101,4,485,4679,3958,512,305,1548,1204,7818,987,14292,3127,463,74982,1179,54175,4519,325,569,418,143,2464,60,831,69,30,1069,200,684,1156,93088,270,2017,93723
3300060391,4509,409,36840,4228598,249,1155,357,98,27074,2228,55103,4420,25439,82571,267,314,0,219,18,145,61,368,16,182,21376,603,2139,490,475,25,18308,10,710,53097,121099,342,186,14,718,1625,131,0,4438,1073,67,6549,95,17,2964,64,90,45,17,113,4996,806,790,150,2043511,1289,2807470,318,51,10,943,329,3671,45,24,3,274,3019,2913,326,207,1063,799,10804,706,9306,1752,273,37397,705,35600,2659,154,381,177,111,1413,24,572,32,29,755,158,326,881,52625,124,1706,49164
3300060392,2777,527,51007,4376692,351,2610,511,173,57808,6662,90945,7050,25421,146157,365,305,3,345,37,340,140,644,76,289,34271,1186,4176,872,565,25,34264,4,750,76636,189730,645,171,104,1162,2271,189,5,6257,1417,111,11802,239,31,4024,64,172,114,38,61,10536,853,1442,214,3603807,2374,3177660,465,95,25,1464,563,4246,55,144,22,459,3765,5349,557,299,1589,1625,14968,1079,13320,2724,449,69147,768,52436,5060,279,395,228,181,2477,51,793,91,32,1476,346,1042,1291,47018,119,2132,71219
3300060393,8742,835,82461,6439445,602,3065,814,296,71849,15201,112379,9490,59916,223710,551,475,18,527,35,303,157,872,149,450,42738,1665,5416,1294,1055,91,46359,0,1116,100258,236172,1039,265,141,1987,3072,170,24,9030,2189,232,17634,271,40,6452,98,303,84,90,257,11738,1026,2086,320,4417646,3834,4604923,632,184,27,2160,882,7193,100,171,23,641,6704,7979,749,538,2190,1492,21317,1331,20178,4362,672,58271,1349,68080,6948,536,581,361,247,3697,90,1115,131,66,2060,499,861,1665,87205,223,3370,92612
3300060394,6987,740,75442,5270547,591,2664,634,375,61320,9138,91596,6597,56262,202442,437,383,10,484,22,231,156,691,130,430,36242,1534,5430,1081,2389,74,35942,14,1063,88163,191050,785,224,96,1902,2245,222,51,7745,1892,291,15563,170,43,5993,119,205,53,41,109,9859,1458,1720,228,3194301,2070,3869033,624,154,39,1570,794,8036,91,172,71,457,6730,6244,750,401,1910,1274,29968,1284,19947,3074,494,53372,1731,55017,6066,541,547,447,256,3663,84,1050,78,82,1862,479,766,1562,114313,152,3546,71491
3300060395,1519,340,19448,2934575,176,914,314,330,20062,1153,36504,3430,5656,56549,124,85,13,117,0,233,50,231,0,141,15086,545,1069,189,283,0,10817,0,213,21716,75850,243,195,18,734,1127,90,0,2237,1051,43,5549,35,0,2713,117,89,6,55,0,3162,322,448,176,1177812,823,1568540,213,20,14,572,131,9316,22,21,0,84,1334,2205,225,133,750,439,48078,1500,17686,1542,68,13758,2549,22054,2013,176,290,235,115,1872,19,344,20,0,498,229,276,574,168632,169,1392,26599
3300060396,9529,852,50729,5212386,451,3372,682,543,52187,5321,96033,7946,26098,161466,354,317,7,644,27,451,135,498,88,310,35792,5033,4350,849,664,51,31752,24,734,64606,235446,924,356,156,1670,2769,198,0,6008,2386,138,12064,333,14,6962,208,248,58,60,59,10449,961,1083,418,2960255,2939,2514328,640,84,40,1658,634,23239,34,52,0,1136,3896,5613,720,317,1658,1161,171540,3579,40836,3795,540,35739,5187,63107,6711,515,519,520,180,4356,120,825,73,15,1237,238,1218,1567,405006,326,2746,70463
3300060397,12815,1507,53584,4551047,450,4096,906,1289,58306,3398,95387,8950,11693,182935,304,262,8,624,10,625,193,591,159,273,35797,3561,5114,676,663,105,34852,26,739,62814,227060,733,786,252,2492,3094,442,16,8033,3576,171,13776,218,18,11415,292,216,30,31,23,10746,1070,1192,1123,2385626,3301,2417143,794,73,45,1824,584,49776,33,101,16,597,4614,6460,760,345,2421,1528,426341,7325,82654,4590,504,32614,13135,57725,7771,710,823,580,244,6512,141,979,79,53,1282,116,1125,1622,851235,1128,4302,74306
